#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","HD66","SAMN11953769","PRJNA546129","GCA_006337185.1"," Chromosome",2.52171,32.0984,"chromosome:NZ_CP040868.1/CP040868.1; plasmid pHD66_1:NZ_CP040869.1/CP040869.1; plasmid pHD66_2:NZ_CP040870.1/CP040870.1",,3,2280,"2019-06-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/337/185/GCA_006337185.1_ASM633718v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/337/185/GCF_006337185.1_ASM633718v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0172","SAMN11792332","PRJNA543692","GCA_007678315.1","Scaffold",2.48407,32,,"VEEK01",66,2246,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/678/315/GCA_007678315.1_ASM767831v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/315/GCF_007678315.1_ASM767831v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","C145","SAMN16376633","PRJNA667485","GCA_015221265.1","Contig",2.64304,32.2,,"JADBPG01",103,2404,"2020-11-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/221/265/GCA_015221265.1_ASM1522126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/221/265/GCF_015221265.1_ASM1522126v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","RIT611","SAMN10392935","PRJNA504472","GCA_003725355.1","Contig",2.48352,32,,"RJMA01",49,2246,"2018-11-13T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/725/355/GCA_003725355.1_ASM372535v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/725/355/GCF_003725355.1_ASM372535v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","H3ow","SAMN21849932","PRJNA636233","GCA_021191715.1","Contig",2.4296,32,,"JAIWMK01",74,2193,"2021-12-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/191/715/GCA_021191715.1_ASM2119171v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/191/715/GCF_021191715.1_ASM2119171v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R6031","SAMN15665253","PRJNA649052","GCA_015274235.1","Contig",2.43001,32,,"JACGPQ01",28,2143,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/274/235/GCA_015274235.1_ASM1527423v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/274/235/GCF_015274235.1_ASM1527423v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R6033","SAMN15665242","PRJNA649052","GCA_015274475.1","Contig",2.44568,31.9,,"JACGPF01",31,2186,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/274/475/GCA_015274475.1_ASM1527447v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/274/475/GCF_015274475.1_ASM1527447v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0430","SAMN11792590","PRJNA543692","GCA_007668135.1","Scaffold",2.46394,32,,"VDSL01",67,2235,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/668/135/GCA_007668135.1_ASM766813v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/668/135/GCF_007668135.1_ASM766813v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","MF1789","SAMN04479462","PRJNA311173","GCA_001651265.1","Contig",2.4846,32,,"LSKW01",76,2244,"2016-05-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/651/265/GCA_001651265.1_ASM165126v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/651/265/GCF_001651265.1_ASM165126v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R6048","SAMN15665248","PRJNA649052","GCA_015274325.1","Contig",2.53493,31.9,,"JACGPL01",44,2258,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/274/325/GCA_015274325.1_ASM1527432v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/274/325/GCF_015274325.1_ASM1527432v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SH03_17","SAMN08095611","PRJNA419705","GCA_002799485.1","Contig",2.76293,31.9,,"PHKH01",70,2559,"2017-11-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/799/485/GCA_002799485.1_ASM279948v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/799/485/GCF_002799485.1_ASM279948v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R6050","SAMN15665250","PRJNA649052","GCA_015274285.1","Contig",2.53004,31.9,,"JACGPN01",41,2250,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/274/285/GCA_015274285.1_ASM1527428v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/274/285/GCF_015274285.1_ASM1527428v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R6040","SAMN15665240","PRJNA649052","GCA_015274455.1","Contig",2.51842,31.9,,"JACGPD01",38,2238,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/274/455/GCA_015274455.1_ASM1527445v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/274/455/GCF_015274455.1_ASM1527445v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0540","SAMN11792700","PRJNA543692","GCA_007666345.1","Scaffold",2.45939,32,,"VDOY01",71,2228,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/666/345/GCA_007666345.1_ASM766634v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/666/345/GCF_007666345.1_ASM766634v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ABKVI","SAMN17729846","PRJNA694925","GCA_022352855.1","Contig",2.55802,32,,"JAKSAB01",52,2341,"2022-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/352/855/GCA_022352855.1_ASM2235285v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/352/855/GCF_022352855.1_ASM2235285v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","JMF-2008-C-0017","SAMN26531266","PRJNA804670","GCA_022586445.1","Contig",2.4412,32,,"JAKZOR01",33,2219,"2022-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/586/445/GCA_022586445.1_ASM2258644v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/586/445/GCF_022586445.1_ASM2258644v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3789","SAMN10929324","PRJNA521309","GCA_009897435.1","Contig",2.48313,32,,"SHFH01",48,2183,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/435/GCA_009897435.1_ASM989743v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/435/GCF_009897435.1_ASM989743v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-9","SAMN07839762","PRJNA415995","GCA_002750335.1","Scaffold",2.57094,31.8,,"PEIY01",76,2322,"2017-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/335/GCA_002750335.1_ASM275033v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/335/GCF_002750335.1_ASM275033v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","VSE36","SAMN06199822","PRJNA360050","GCA_003980285.1","Contig",2.5797,32.7,,"MSYS01",107,2340,"2018-12-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/980/285/GCA_003980285.1_ASM398028v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/980/285/GCF_003980285.1_ASM398028v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","BB410503A (1)","SAMN12840196","PRJNA574294","GCA_008923075.1","Contig",2.43077,32.1,,"WBRS01",47,2234,"2019-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/923/075/GCA_008923075.1_ASM892307v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/923/075/GCF_008923075.1_ASM892307v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","BB403186T","SAMN12840194","PRJNA574294","GCA_008923125.1","Contig",2.44791,32,,"WBRU01",50,2225,"2019-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/923/125/GCA_008923125.1_ASM892312v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/923/125/GCF_008923125.1_ASM892312v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SE69","SAMN12840242","PRJNA574294","GCA_009026045.1","Contig",2.57945,31.8,,"WBPZ01",76,2346,"2019-10-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/026/045/GCA_009026045.1_ASM902604v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/026/045/GCF_009026045.1_ASM902604v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","GPR20","SAMN10390764","PRJNA504381","GCA_004323075.1","Contig",2.46539,32.1,,"RJDX01",39,2201,"2019-03-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/323/075/GCA_004323075.1_ASM432307v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/323/075/GCF_004323075.1_ASM432307v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3803","SAMN10929342","PRJNA521309","GCA_009897035.1","Contig",2.56105,31.9,,"SHEP01",38,2267,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/035/GCA_009897035.1_ASM989703v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/035/GCF_009897035.1_ASM989703v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SAM-3","SAMN08683515","PRJNA437720","GCA_003038655.1","Contig",2.45938,32,,"PYFN01",73,2212,"2018-04-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/038/655/GCA_003038655.1_ASM303865v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/038/655/GCF_003038655.1_ASM303865v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3804","SAMN10929343","PRJNA521309","GCA_009897025.1","Contig",2.59042,31.9,,"SHEO01",35,2344,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/025/GCA_009897025.1_ASM989702v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/025/GCF_009897025.1_ASM989702v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R5987","SAMN15665270","PRJNA649052","GCA_015273875.1","Contig",2.48531,32.1,,"JACGQH01",37,2232,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/273/875/GCA_015273875.1_ASM1527387v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/273/875/GCF_015273875.1_ASM1527387v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","R5986","SAMN15665269","PRJNA649052","GCA_015273895.1","Contig",2.43945,32,,"JACGQG01",38,2164,"2020-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/273/895/GCA_015273895.1_ASM1527389v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/273/895/GCF_015273895.1_ASM1527389v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","151250009-1-258-48-RA","SAMN15815324","PRJNA657113","GCA_014265285.1","Contig",2.49027,31.9,,"JACMXM01",38,2184,"2020-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/265/285/GCA_014265285.1_ASM1426528v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/265/285/GCF_014265285.1_ASM1426528v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ABKVK","SAMN17729848","PRJNA694925","GCA_022352615.1","Contig",2.47573,32.1,,"JAKRZZ01",54,2216,"2022-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/352/615/GCA_022352615.1_ASM2235261v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/352/615/GCF_022352615.1_ASM2235261v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3802","SAMN10929341","PRJNA521309","GCA_009897065.1","Contig",2.41795,32,,"SHEQ01",37,2136,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/065/GCA_009897065.1_ASM989706v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/065/GCF_009897065.1_ASM989706v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3770","SAMN10929292","PRJNA521309","GCA_009898075.1","Contig",2.41914,32.1,,"SHGL01",35,2135,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/898/075/GCA_009898075.1_ASM989807v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/898/075/GCF_009898075.1_ASM989807v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","IIF8SC-B1","SAMN15815283","PRJNA657113","GCA_014265905.1","Scaffold",2.50368,32,,"JACMVY01",44,2175,"2020-08-22T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/265/905/GCA_014265905.1_ASM1426590v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/265/905/GCF_014265905.1_ASM1426590v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","NLAE-zl-G239","SAMN04487862","PRJEB17321","GCA_900113395.1","Scaffold",2.47444,31.9,,"FOPD01",30,2250,"2016-10-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/113/395/GCA_900113395.1_IMG-taxon_2623620480_annotated_assembly","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/113/395/GCF_900113395.1_IMG-taxon_2623620480_annotated_assembly"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","ABKVD","SAMN17729841","PRJNA694925","GCA_022352705.1","Contig",2.53405,31.9,,"JAKSAF01",43,2324,"2022-02-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/352/705/GCA_022352705.1_ASM2235270v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/352/705/GCF_022352705.1_ASM2235270v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","UMB593","SAMN12797002","PRJNA316969","GCA_008727015.1","Contig",2.48123,31.9,,"VYWS01",41,2245,"2019-09-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/727/015/GCA_008727015.1_ASM872701v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/727/015/GCF_008727015.1_ASM872701v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3788","SAMN10929323","PRJNA521309","GCA_009897375.1","Contig",2.46802,32,,"SHFI01",40,2168,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/375/GCA_009897375.1_ASM989737v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/375/GCF_009897375.1_ASM989737v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","JMF-2008-C-0014","SAMN26531263","PRJNA804670","GCA_022586495.1","Contig",2.48132,32.1,,"JAKZOU01",33,2255,"2022-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/586/495/GCA_022586495.1_ASM2258649v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/586/495/GCF_022586495.1_ASM2258649v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","Ani-LG-060","SAMN19114580","PRJNA609060","GCA_021366835.1","Contig",2.49453,32.2,,"JAHCPR01",55,2282,"2022-01-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/366/835/GCA_021366835.1_ASM2136683v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/366/835/GCF_021366835.1_ASM2136683v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-22","SAMN07839775","PRJNA415995","GCA_002752835.2","Scaffold",2.4873,32.1,,"PEKK02",163,2278,"2017-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/752/835/GCA_002752835.2_ASM275283v2","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/752/835/GCF_002752835.2_ASM275283v2"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3793","SAMN10929330","PRJNA521309","GCA_009897305.1","Contig",2.42553,32,,"SHFB01",44,2123,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/305/GCA_009897305.1_ASM989730v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/305/GCF_009897305.1_ASM989730v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3776","SAMN10929310","PRJNA521309","GCA_009897655.1","Contig",2.47078,31.9,,"SHFT01",42,2198,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/655/GCA_009897655.1_ASM989765v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/655/GCF_009897655.1_ASM989765v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0487","SAMN11792647","PRJNA543692","GCA_007667255.1","Scaffold",2.54349,32.2,,"VDQQ01",203,2339,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/667/255/GCA_007667255.1_ASM766725v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/667/255/GCF_007667255.1_ASM766725v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3806","SAMN10929346","PRJNA521309","GCA_009896975.1","Contig",2.58691,31.9,,"SHEL01",43,2341,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/896/975/GCA_009896975.1_ASM989697v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/896/975/GCF_009896975.1_ASM989697v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3762","SAMN10929297","PRJNA521309","GCA_009897935.1","Contig",2.48019,31.9,,"SHGG01",42,2188,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/935/GCA_009897935.1_ASM989793v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/935/GCF_009897935.1_ASM989793v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0572","SAMN11792732","PRJNA543692","GCA_007665825.1","Scaffold",2.41703,32,,"VDNZ01",74,2175,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/665/825/GCA_007665825.1_ASM766582v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/665/825/GCF_007665825.1_ASM766582v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0152","SAMN11792312","PRJNA543692","GCA_007678735.1","Scaffold",2.51403,31.9,,"VEFA01",71,2272,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/678/735/GCA_007678735.1_ASM767873v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/678/735/GCF_007678735.1_ASM767873v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0327","SAMN11792487","PRJNA543692","GCA_007673895.1","Scaffold",2.69847,32.3,,"VEAM01",876,2374,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/673/895/GCA_007673895.1_ASM767389v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/673/895/GCF_007673895.1_ASM767389v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","APC 3882","SAMN10929320","PRJNA521309","GCA_009897505.1","Contig",2.42891,32,,"SHFK01",46,2137,"2020-01-16T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/897/505/GCA_009897505.1_ASM989750v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/897/505/GCF_009897505.1_ASM989750v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-5","SAMN07839758","PRJNA415995","GCA_002750145.1","Scaffold",2.57993,31.9,,"PEIU01",61,2322,"2017-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/145/GCA_002750145.1_ASM275014v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/145/GCF_002750145.1_ASM275014v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-12","SAMN07839765","PRJNA415995","GCA_002750115.1","Scaffold",2.4736,32,,"PEJB01",57,2243,"2017-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/115/GCA_002750115.1_ASM275011v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/115/GCF_002750115.1_ASM275011v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0226","SAMN11792386","PRJNA543692","GCA_007677575.1","Scaffold",2.46211,32.1,,"VECZ01",83,2253,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/677/575/GCA_007677575.1_ASM767757v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/677/575/GCF_007677575.1_ASM767757v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-6","SAMN07839759","PRJNA415995","GCA_002750355.1","Scaffold",2.64344,32,,"PEIV01",66,2429,"2017-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/355/GCA_002750355.1_ASM275035v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/355/GCF_002750355.1_ASM275035v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","NGS-ED-1111","SAMN03396287","PRJNA255947","GCA_000966755.1","Contig",2.71159,32,,"JZUN01",44,2534,"2015-03-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/966/755/GCA_000966755.1_ASM96675v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/966/755/GCF_000966755.1_ASM96675v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-2","SAMN07839755","PRJNA415995","GCA_002750215.1","Scaffold",2.57463,31.9,,"PEIR01",67,2314,"2017-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/215/GCA_002750215.1_ASM275021v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/215/GCF_002750215.1_ASM275021v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","MM2021_2","SAMN26377457","PRJNA812381","GCA_022524525.1","Scaffold",2.46805,32.1,,"JAKXMM01",83,2246,"2022-03-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/524/525/GCA_022524525.1_ASM2252452v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/524/525/GCF_022524525.1_ASM2252452v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","C4","SAMN10735320","PRJNA514867","GCA_004329085.1","Contig",2.56499,32,,"SCHH01",356,2353,"2019-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/329/085/GCA_004329085.1_ASM432908v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/329/085/GCF_004329085.1_ASM432908v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","DE0295","SAMN11792455","PRJNA543692","GCA_007676715.1","Scaffold",2.54391,31.9,,"VEBI01",150,2300,"2019-07-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/676/715/GCA_007676715.1_ASM767671v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/676/715/GCF_007676715.1_ASM767671v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","s23","SAMN09865959","PRJNA486830","GCA_016809175.1","Scaffold",2.46476,31.9,,"QVUD01",44,2191,"2021-02-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/809/175/GCA_016809175.1_ASM1680917v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/809/175/GCF_016809175.1_ASM1680917v1"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","1057","SAMN02640610","PRJNA238030","GCA_000705055.1","Contig",2.49873,32,,"JMIE01",71,2266,"2014-06-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/705/055/GCA_000705055.1_SE1057","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/705/055/GCF_000705055.1_SE1057"
"Staphylococcus epidermidis","Bacteria;Terrabacteria group;Firmicutes","SCH-10","SAMN07839763","PRJNA415995","GCA_002750255.1","Scaffold",2.62102,32,,"PEIZ01",93,2391,"2017-11-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/750/255/GCA_002750255.1_ASM275025v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/750/255/GCF_002750255.1_ASM275025v1"
