reference,querry,ani,alignment_coverage,primary_cluster
Sepi_DM12G05_adqbe.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.986875,0.9210526315789473,0
Sepi_DM12H06_adqgx.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.9863339999999999,0.9137931034482759,0
Sepi_DM1B01_adqbi.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.986303,0.9123904881101377,0
Sepi_DM21A02_adqcf.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.9683419999999999,0.8991494532199271,0
Sepi_DM21B07_adqbg.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.967869,0.9070904645476773,0
Sepi_DM21C07_adqbp.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.969583,0.9183673469387755,0
Sepi_DM23A02_adqbl.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.996031,0.9384236453201971,0
Sepi_DM23C12_adqgr.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.9680070000000001,0.928843710292249,0
Sepi_DM23E02_adqgs.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.9662120000000001,0.9082125603864735,0
Sepi_DM23E06_adqgt.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.966857,0.9143206854345165,0
Sepi_DM24B02_adqcg.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.986926,0.935361216730038,0
Sepi_DM24B03_adqbk.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.98819,0.867141162514828,0
Sepi_DM39F06_adqgu.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.9675549999999999,0.9279503105590062,0
Sepi_DM3A08_adqbj.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.968883,0.9253731343283582,0
Shom_1B10_acrmu.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.794781,0.43253968253968256,0
Shom_28B02_adjvw.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7954430000000001,0.42649006622516555,0
Shom_29E11_acrmt.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.793364,0.42990654205607476,0
Shom_2B10_adjvn.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.799058,0.4535211267605634,0
Shom_2B11_adjvo.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7949379999999999,0.41973684210526313,0
Shom_2D11_acrmr.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795223,0.4488950276243094,0
Shom_2F01_adjvq.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7959229999999999,0.4431057563587684,0
Shom_2F05_acvwe.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796641,0.44647887323943664,0
Shom_2F07_acvwf.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.800668,0.4429347826086957,0
Shom_2F10_acvwh.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796628,0.4508748317631225,0
Shom_5A08_acrmp.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7941410000000001,0.4575799721835883,0
Shom_6C071_adjvt.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.797081,0.44710860366713684,0
Shom_8B11_acrmo.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.794286,0.46277372262773725,0
Shom_8D02_acrlp.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.794427,0.43454790823211875,0
Shom_8D04_acrlq.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.793222,0.45643153526970953,0
Shom_8D05_adjvr.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7955450000000001,0.44798890429958393,0
Shom_DM02E06_acrlf.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7954049999999999,0.4346629986244842,0
Shom_DM02G07_acrmi.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.797347,0.45964432284541723,0
Shom_DM02G12_adjtp.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796277,0.44695898161244696,0
Shom_DM02H05_adjtr.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7956350000000001,0.42971887550200805,0
Shom_DM03A10_adjwd.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795398,0.4287749287749288,0
Shom_DM12A09_acrls.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7980320000000001,0.4590643274853801,0
Shom_DM12F06_acrlt.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.794932,0.43203230148048455,0
Shom_DM12F12_acrlu.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795072,0.44113667117726657,0
Shom_DM18D10_acrlg.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.79403,0.4305177111716621,0
Shom_DM18F06_acrli.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.79535,0.45161290322580644,0
Shom_DM21B05_acrlk.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.798139,0.4349593495934959,0
Shom_DM21C01_acrmb.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796645,0.44173441734417346,0
Shom_DM21C12_acrmd.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7966930000000001,0.4528043775649795,0
Shom_DM21D06_acrlw.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796518,0.45646067415730335,0
Shom_DM22B12_adjtw.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7931959999999999,0.4639321074964639,0
Shom_DM24G02_adjwb.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796601,0.42242503259452413,0
Shom_DM24H08_adjuc.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.793375,0.41160949868073876,0
Shom_DM25G05_acrll.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7946460000000001,0.4192256341789052,0
Shom_DM25H12_adjuh.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7922100000000001,0.41948051948051945,0
Shom_DM27C08_acrmm.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.796744,0.43646408839779005,0
Shom_DM31A10_adjun.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7957529999999999,0.4586255259467041,0
Shom_DM31B10_acrlx.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795311,0.45454545454545453,0
Shom_DM31D12_adjum.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.79535,0.4279891304347826,0
Shom_DM31G11_adjuo.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.794402,0.45786516853932585,0
Shom_DM32C02_adjur.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795615,0.3850782190132371,0
Shom_DM32D02_acrln.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7948059999999999,0.4266487213997308,0
Shom_DM32D12_adjuq.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.792321,0.4585635359116022,0
Shom_DM33A05_acrlo.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.799144,0.4503597122302158,0
Shom_DM33B12_adjuu.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.793211,0.42328042328042326,0
Shom_DM34G04_adjux.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7970910000000001,0.44305555555555554,0
Shom_DM37E12_adjva.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.799131,0.45611510791366905,0
Shom_DM40D01_adjvb.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7985469999999999,0.4402332361516035,0
Shom_DM40D04_adjvc.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.797423,0.4476987447698745,0
Shom_DM41A09_adjwc.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.79203,0.44598337950138506,0
Shom_DM41C02_adjvd.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.7933629999999999,0.4375,0
Shom_DM41C04_adjve.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795538,0.44553072625698326,0
Shom_DM41C05_adjvf.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.79487,0.43654114365411434,0
Shom_DM41C06_adjvg.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.795655,0.46489859594383776,0
Shom_DM41C08_adjvh.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.794757,0.44285714285714284,0
iT_Sepi_28B01_adqgz.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.8051179999999999,0.6,0
iT_Shom_28A10_adqgy.spades.pilon.fasta,Sepi_2d12_aaacm.newbler.fasta,0.805029,0.5892215568862276,0
Scap_29E04_admrq.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.80739,0.601010101010101,0
Scap_2C01_adjxa.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.807526,0.5984848484848485,0
Scap_2C12_admry.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.804504,0.6032138442521632,0
Scap_58D05_admsf.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.808328,0.6164556962025316,0
Scap_6C02_admrz.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.806981,0.6151898734177215,0
Scap_6C05_admrp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.806066,0.5955882352941176,0
Scap_9C11_admsb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.804357,0.5740072202166066,0
Scap_DM01A05_adqhl.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.8062609999999999,0.5822328931572629,0
Scap_DM12A11_adjwy.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.807114,0.5873015873015873,0
Scap_DM16A07_adjwm.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.807218,0.5814814814814815,0
Scap_DM18D08_adqhn.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.8044549999999999,0.6120689655172413,0
Scap_DM21F09_adjwi.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.806986,0.6125,0
Scap_DM21G11_adqhb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.804474,0.6063569682151589,0
Scap_DM21G12_adqhc.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.8074129999999999,0.5992462311557789,0
Scap_DM23E01_adqhd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.807541,0.6007509386733417,0
Scap_DM23E05_adjwz.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.8072880000000001,0.6206030150753769,0
Scap_DM28A07_adqhg.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.806639,0.6022584692597239,0
Scap_DM34E02_adjwg.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.806911,0.5880923450789793,0
Scap_DM3F02_admsi.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.807172,0.6145038167938931,0
Scap_LM7D7_adjwo.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.8063670000000001,0.5733173076923077,0
Sepi_1A04_aaacx.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.991665,0.8966346153846154,0
Sepi_1C01_aaadb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.992395,0.9010856453558505,0
Sepi_28C09_adqbb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9934430000000001,0.9371069182389937,0
Sepi_2A01_aaada.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.993191,0.9377382465057179,0
Sepi_2C10_adqax.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.993558,0.9352428393524284,0
Sepi_2D07_adqav.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.994739,0.9427480916030534,0
Sepi_2E07_adqca.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.994762,0.9310344827586207,0
Sepi_2d12_aaacm.newbler.fasta,Sepi_2g06_aaadj.newbler.fasta,0.969266,0.9072681704260651,0
Sepi_2g06_aaadj.newbler.fasta,Sepi_2g06_aaadj.newbler.fasta,1.0,0.9962406015037594,0
Sepi_30A07_adqaz.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.993154,0.9445843828715366,0
Sepi_3A01_adqba.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.995295,0.9226932668329177,0
Sepi_3C06_adqau.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9942529999999999,0.9552429667519181,0
Sepi_3D11_aaadi.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.967529,0.8993939393939394,0
Sepi_3a11_aaacy.newbler.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9687749999999999,0.8964677222898904,0
Sepi_58D03_CD110_abkva.masurca.fasta,Sepi_2g06_aaadj.newbler.fasta,0.990765,0.8763127187864644,0
Sepi_58D04_CD111_abkvb.masurca.fasta,Sepi_2g06_aaadj.newbler.fasta,0.994339,0.9369592088998764,0
Sepi_58F01_CD113_abkvc.PB_DATA.fasta,Sepi_2g06_aaadj.newbler.fasta,0.982643,0.888235294117647,0
Sepi_5A02_aaacn.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.968325,0.898159509202454,0
Sepi_5B11_aaacu.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.993951,0.9208899876390606,0
Sepi_5C04_adqcd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.993989,0.944792973651192,0
Sepi_5c01_aaadf.PB_DATA.fasta,Sepi_2g06_aaadj.newbler.fasta,0.982446,0.8884976525821596,0
Sepi_61B02_CD145_abkvk.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9938809999999999,0.9327521793275217,0
Sepi_63G02_CD188_abkvp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9945050000000001,0.949685534591195,0
Sepi_6A01_aaade.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9939709999999999,0.9564102564102565,0
Sepi_6B08_adqbd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.99434,0.9261146496815287,0
Sepi_6C06_aaadd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.968591,0.8897058823529411,0
Sepi_6C08_adqgp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9952840000000001,0.9173859432799013,0
Sepi_6E08_adqas.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.980267,0.8721893491124261,0
Sepi_6d05_aaacq.newbler.fasta,Sepi_2g06_aaadj.newbler.fasta,0.968262,0.8902147971360382,0
Sepi_7B05_aaacr.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.992448,0.9411764705882353,0
Sepi_7a07_aaadh.newbler.fasta,Sepi_2g06_aaadj.newbler.fasta,0.995072,0.9397435897435897,0
Sepi_8C10_adqcb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.995801,0.9554973821989529,0
Sepi_9B05_adqbz.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.99298,0.9281288723667905,0
Sepi_9D01_adqay.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.993588,0.9296296296296296,0
Sepi_9d05_aaacv.PB_DATA.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9846389999999999,0.8965102286401926,0
Sepi_DM12G05_adqbe.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9679000000000001,0.9122807017543859,0
Sepi_DM12H06_adqgx.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9686480000000001,0.9064039408866995,0
Sepi_DM1B01_adqbi.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.969738,0.9173967459324155,0
Sepi_DM21A02_adqcf.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.99381,0.9027946537059538,0
Sepi_DM21B07_adqbg.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.994565,0.9315403422982885,0
Sepi_DM21C07_adqbp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9913649999999999,0.9387755102040817,0
Sepi_DM23A02_adqbl.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9673510000000001,0.9125615763546798,0
Sepi_DM23C12_adqgr.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.995437,0.9504447268106735,0
Sepi_DM23E02_adqgs.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.984585,0.8840579710144928,0
Sepi_DM23E06_adqgt.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.983248,0.9167686658506732,0
Sepi_DM24B02_adqcg.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.967732,0.9290240811153359,0
Sepi_DM24B03_adqbk.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.96795,0.8718861209964412,0
Sepi_DM39F06_adqgu.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.994993,0.9254658385093167,0
Sepi_DM3A08_adqbj.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.9841150000000001,0.9129353233830846,0
Shom_1B10_acrmu.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795728,0.45105820105820105,0
Shom_28B02_adjvw.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7951260000000001,0.4463576158940397,0
Shom_29E11_acrmt.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793794,0.43658210947930576,0
Shom_2B10_adjvn.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.797576,0.4591549295774648,0
Shom_2B11_adjvo.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7950929999999999,0.4421052631578947,0
Shom_2D11_acrmr.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793836,0.4585635359116022,0
Shom_2F01_adjvq.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.797351,0.4444444444444444,0
Shom_2F05_acvwe.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.79468,0.4732394366197183,0
Shom_2F07_acvwf.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7969499999999999,0.4673913043478261,0
Shom_2F10_acvwh.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795108,0.45625841184387617,0
Shom_5A08_acrmp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7927620000000001,0.48261474269819193,0
Shom_6C071_adjvt.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.79672,0.4809590973201692,0
Shom_8B11_acrmo.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7949240000000001,0.47007299270072994,0
Shom_8D02_acrlp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793732,0.4534412955465587,0
Shom_8D04_acrlq.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795535,0.4633471645919779,0
Shom_8D05_adjvr.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.794408,0.44244105409153955,0
Shom_DM02E06_acrlf.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7938540000000001,0.4621733149931224,0
Shom_DM02G07_acrmi.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.792148,0.45964432284541723,0
Shom_DM02G12_adjtp.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795821,0.4639321074964639,0
Shom_DM02H05_adjtr.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7929080000000001,0.44712182061579653,0
Shom_DM03A10_adjwd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7979890000000001,0.46438746438746437,0
Shom_DM12A09_acrls.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795042,0.4605263157894737,0
Shom_DM12F06_acrlt.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795449,0.43741588156123823,0
Shom_DM12F12_acrlu.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.794422,0.4519621109607578,0
Shom_DM18D10_acrlg.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7936289999999999,0.4482288828337875,0
Shom_DM18F06_acrli.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795461,0.453015427769986,0
Shom_DM21B05_acrlk.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.797343,0.44715447154471544,0
Shom_DM21C01_acrmb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793677,0.4715447154471545,0
Shom_DM21C12_acrmd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.797594,0.4637482900136799,0
Shom_DM21D06_acrlw.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7950149999999999,0.4508426966292135,0
Shom_DM22B12_adjtw.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793332,0.4893917963224894,0
Shom_DM24G02_adjwb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.79522,0.4276401564537158,0
Shom_DM24H08_adjuc.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793492,0.4419525065963061,0
Shom_DM25G05_acrll.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.794515,0.44058744993324434,0
Shom_DM25H12_adjuh.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.791601,0.44285714285714284,0
Shom_DM27C08_acrmm.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795021,0.462707182320442,0
Shom_DM31A10_adjun.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.79593,0.47545582047685836,0
Shom_DM31B10_acrlx.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793882,0.45861601085481685,0
Shom_DM31D12_adjum.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795859,0.4429347826086957,0
Shom_DM31G11_adjuo.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7949970000000001,0.4592696629213483,0
Shom_DM32C02_adjur.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7948909999999999,0.40312876052948254,0
Shom_DM32D02_acrln.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793565,0.4576043068640646,0
Shom_DM32D12_adjuq.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.794322,0.4654696132596685,0
Shom_DM33A05_acrlo.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.796173,0.4589928057553957,0
Shom_DM33B12_adjuu.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7954859999999999,0.42328042328042326,0
Shom_DM34G04_adjux.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795139,0.45,0
Shom_DM37E12_adjva.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795051,0.4776978417266187,0
Shom_DM40D01_adjvb.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.79657,0.45335276967930027,0
Shom_DM40D04_adjvc.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7992180000000001,0.45188284518828453,0
Shom_DM41A09_adjwc.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.791807,0.47506925207756234,0
Shom_DM41C02_adjvd.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.793807,0.46143617021276595,0
Shom_DM41C04_adjve.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.795398,0.45391061452513964,0
Shom_DM41C05_adjvf.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7944249999999999,0.45188284518828453,0
Shom_DM41C06_adjvg.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.79396,0.47581903276131043,0
Shom_DM41C08_adjvh.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.7932290000000001,0.45714285714285713,0
iT_Sepi_28B01_adqgz.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.807213,0.5768292682926829,0
iT_Shom_28A10_adqgy.spades.pilon.fasta,Sepi_2g06_aaadj.newbler.fasta,0.804606,0.5904191616766467,0
Scap_29E04_admrq.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.805132,0.6098484848484849,0
Scap_2C01_adjxa.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.8051,0.6199494949494949,0
Scap_2C12_admry.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.804298,0.6143386897404203,0
Scap_58D05_admsf.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.8049339999999999,0.6189873417721519,0
Scap_6C02_admrz.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.806011,0.6088607594936709,0
Scap_6C05_admrp.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.8053919999999999,0.6017156862745098,0
Scap_9C11_admsb.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.804937,0.5812274368231047,0
Scap_DM01A05_adqhl.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.806845,0.5906362545018007,0
Scap_DM12A11_adjwy.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.807706,0.6007326007326007,0
Scap_DM16A07_adjwm.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.80582,0.5962962962962963,0
Scap_DM18D08_adqhn.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.805536,0.6157635467980296,0
Scap_DM21F09_adjwi.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.805103,0.6125,0
Scap_DM21G11_adqhb.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.807278,0.6039119804400978,0
Scap_DM21G12_adqhc.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.8051550000000001,0.6067839195979899,0
Scap_DM23E01_adqhd.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.8076019999999999,0.5882352941176471,0
Scap_DM23E05_adjwz.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.804986,0.6092964824120602,0
Scap_DM28A07_adqhg.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.805892,0.6097867001254705,0
Scap_DM34E02_adjwg.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.8080419999999999,0.5893074119076549,0
Scap_DM3F02_admsi.spades.pilon.fasta,Sepi_30A07_adqaz.spades.pilon.fasta,0.805388,0.6081424936386769,0
